id,new_date,y0,y1,y2,y3
raydium,2025-12-07,,4.978734970092773,0.4283468425273895,0.18721504509449005
raydium,2025-12-08,,5.0267791748046875,0.5542544722557068,0.1855558604001999
raydium,2025-12-09,,4.7088623046875,0.6626690626144409,0.19501163065433502
raydium,2025-12-10,,4.560645580291748,0.6693359613418579,0.19556470215320587
raydium,2025-12-11,,5.292655944824219,0.7317614555358887,0.19214080274105072
raydium,2025-12-12,,5.478858947753906,0.7139281630516052,0.1852683573961258
raydium,2025-12-13,,5.335782527923584,0.6480759382247925,0.18761208653450012
raydium,2025-12-14,,5.404672145843506,0.7105568647384644,0.19266656041145325
raydium,2025-12-15,,5.266210556030273,0.8261247277259827,0.18564970791339874
raydium,2025-12-16,,5.223236560821533,0.8781072497367859,0.17128971219062805
raydium,2025-12-17,,4.960643768310547,0.9297138452529907,0.1572480946779251
raydium,2025-12-18,,4.917806625366211,0.8509900569915771,0.15959671139717102
raydium,2025-12-19,,4.579492568969727,0.891372799873352,0.15390023589134216
raydium,2025-12-20,,4.244744300842285,0.900963306427002,0.150777205824852
raydium,2025-12-21,,4.365763187408447,1.249394178390503,0.14810389280319214
raydium,2025-12-22,,4.363243579864502,1.7139918804168701,0.1441720873117447
raydium,2025-12-23,,4.559899806976318,1.6503984928131104,0.14384429156780243
raydium,2025-12-24,,4.964881420135498,1.7310136556625366,0.14263616502285004
raydium,2025-12-25,,5.2124409675598145,1.7154098749160767,0.14969252049922943
raydium,2025-12-26,,4.94519567489624,1.6909282207489014,0.15046881139278412
raydium,2025-12-27,,4.956024169921875,1.5782181024551392,0.14750313758850098
raydium,2025-12-28,,4.923034191131592,1.3607256412506104,0.14815056324005127
raydium,2025-12-29,,5.073160648345947,1.4300020933151245,0.14200027287006378
raydium,2025-12-30,,4.977123737335205,1.3424768447875977,0.14341555535793304
raydium,2025-12-31,,4.8634514808654785,1.3091777563095093,0.1425343155860901
raydium,2025-01-01,4.904068946838379,1.2960189580917358,,
raydium,2025-01-02,5.346484661102295,1.5352622270584106,0.14399275183677673,
raydium,2025-01-03,5.401660919189453,1.4270126819610596,0.15085260570049286,
gatetoken,2025-01-04,17.745891571044922,5.032629489898682,3.2348318099975586,
gatetoken,2025-01-05,17.93132781982422,5.041895866394043,3.2098684310913086,
gatetoken,2025-01-06,18.296537399291992,5.063251495361328,3.163447380065918,
gatetoken,2025-01-07,,5.049950122833252,3.1599130630493164,
gatetoken,2025-01-08,,4.975353717803955,3.1699812412261963,
gatetoken,2025-01-09,,5.033490180969238,3.3195459842681885,
gatetoken,2025-01-10,,5.022280693054199,3.3208301067352295,
gatetoken,2025-01-11,,5.059360980987549,3.309508800506592,
gatetoken,2025-01-12,,5.002999305725098,3.382823944091797,
gatetoken,2025-01-13,,4.930434703826904,3.4777414798736572,
gatetoken,2025-01-14,,4.886671543121338,3.7631444931030273,
gatetoken,2025-01-15,,4.923260688781738,3.786447048187256,
gatetoken,2025-01-16,,4.956179618835449,3.850600004196167,
gatetoken,2025-01-17,,4.944195747375488,3.832831621170044,
gatetoken,2025-01-18,,4.869217872619629,3.789294958114624,
gatetoken,2025-01-19,,4.754762172698975,3.74009108543396,
